name,eissn,index,citations,jif2026,jif2025,quartile
SPEECH COMMUNICATION,1872-7182,SCIE,4443,2.9,3.0,Q2
TOXICOLOGY MECHANISMS AND METHODS,1537-6524,SCIE,2935,2.9,2.7,Q3
HISTOCHEMISTRY AND CELL BIOLOGY,1432-119X,SCIE,4603,2.9,2.1,Q3
Information Development,1741-6469,SSCI,2215,2.9,2.1,Q2
International Journal of Mining Reclamation and Environment,1748-0949,SCIE,1244,2.9,2.6,Q3
HARVARD REVIEW OF PSYCHIATRY,1465-7309,"SCIE, SSCI",3156,2.9,3.4,Q2
Mobilities,1745-011X,SSCI,3051,2.9,2.3,Q1
PeerJ,2167-8359,SCIE,58761,2.9,2.4,Q2
Environment and Planning B-Urban Analytics and City Science,2399-8091,SSCI,7386,2.9,3.1,Q3
Evidence-Based Dentistry,1476-5446,ESCI,1177,2.9,2.3,Q2
Journal of Preventive Medicine & Public Health,2233-4521,ESCI,2014,2.9,2.1,Q2
Advances in Radiation Oncology,2452-1094,ESCI,3336,2.9,2.7,Q3
Crystals,2073-4352,SCIE,24716,2.9,2.4,Q2
Frontiers in Neuroinformatics,1662-5196,SCIE,5176,2.9,2.5,Q2
JMIR Diabetes,2371-4379,ESCI,778,2.9,2.6,Q3
Journal of Business Economics and Management,2029-4433,SSCI,2205,2.9,2.7,Q3
JOURNAL OF NUTRITION EDUCATION AND BEHAVIOR,1878-2620,SCIE,4625,2.9,2.3,Q1
JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY,1879-1123,SCIE,11295,2.9,2.7,Q2
NUCLEAR PHYSICS B,1873-1562,SCIE,39929,2.9,2.8,Q2
Rajagiri Management Journal,2633-0091,ESCI,217,2.9,,Q3
AMERICAN JOURNAL OF HYPERTENSION,1941-7225,SCIE,8134,2.9,3.1,Q2
FUNCTIONAL PLANT BIOLOGY,1445-4416,SCIE,6755,2.9,2.7,Q2
PHYTOCHEMICAL ANALYSIS,1099-1565,SCIE,4250,2.9,2.6,Q2
Conservation Science and Practice,2578-4854,SCIE,4436,2.9,2.8,Q2
Health Science Reports,2398-8835,ESCI,6291,2.9,2.1,Q1
JOURNAL OF COMPUTATIONAL CHEMISTRY,1096-987X,SCIE,67330,2.9,4.8,Q3
Biochemistry Research International,2090-2255,ESCI,1055,2.9,3.4,Q2
BMC IMMUNOLOGY,1471-2172,SCIE,2983,2.9,2.7,Q3
CABI One Health,2791-223X,ESCI,154,2.9,,Q2
Human-centric Computing and Information Sciences,2192-1962,SCIE,1465,2.9,3.0,Q3
MICROVASCULAR RESEARCH,1095-9319,SCIE,4597,2.9,2.7,Q2
Pragmatic and Observational Research,1179-7266,ESCI,297,2.9,2.7,Q1
Advances in Pharmacological and Pharmaceutical Sciences,2633-4690,ESCI,847,2.9,3.0,Q2
Chronic Respiratory Disease,1479-9731,SCIE,1633,2.9,2.3,Q2
Cognitive Systems Research,1389-0417,SCIE,2096,2.9,2.4,Q3
IBRO Neuroscience Reports,2667-2421,ESCI,1317,2.9,2.9,Q3
JOURNAL OF IMMUNOTHERAPY,1537-4513,SCIE,3016,2.9,2.9,Q3
JOURNAL OF THE GEOLOGICAL SOCIETY,2041-479X,SCIE,9004,2.9,3.0,Q2
PharmaNutrition,2213-4344,ESCI,897,2.9,2.4,Q3
Current Research in Neurobiology,2665-945X,ESCI,461,2.9,,Q3
Fruit Research,2769-4615,ESCI,362,2.9,2.7,Q2
IEEE Electrification Magazine,2325-5889,ESCI,1099,2.9,3.0,Q2
IEEE Power & Energy Magazine,1558-4216,SCIE,2112,2.9,2.2,Q2
Baltic Journal of Management,1746-5273,SSCI,1231,2.9,2.5,Q3
Comparative Biochemistry and Physiology D-Genomics & Proteomics,1878-0407,SCIE,2797,2.9,2.4,Q3
Fitoterapia,1873-6971,SCIE,12475,2.9,2.6,Q3
IEEE SECURITY & PRIVACY,1558-4046,SCIE,2492,2.9,3.0,Q3
Intensive Care Medicine Experimental,2197-425X,ESCI,1958,2.9,3.1,Q2
TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT,1465-3990,SSCI,6324,2.9,2.8,Q3
BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS,1872-8006,SCIE,13898,2.9,2.2,Q3
IJC Heart & Vasculature,2352-9067,ESCI,3036,2.9,2.5,Q2
Journal of Cardiopulmonary Rehabilitation and Prevention,1932-751X,SCIE,2663,2.9,3.1,Q2
JOURNAL OF HETEROCYCLIC CHEMISTRY,1943-5193,SCIE,7511,2.9,2.4,Q2
APPLIED RHEOLOGY,1617-8106,SCIE,860,2.9,1.8,Q2
CHEMICAL PHYSICS LETTERS,1873-4448,SCIE,44759,2.9,3.1,Q3
Critical Care Explorations,2639-8028,ESCI,3082,2.9,2.7,Q2
Current Developmental Disorders Reports,2196-2987,ESCI,955,2.9,2.5,Q3
NEUROINFORMATICS,1559-0089,SCIE,2364,2.9,3.1,Q3
Hydrological Sciences Journal,2150-3435,SCIE,9709,2.9,2.5,Q2
INTERNATIONAL MICROBIOLOGY,1618-1905,SCIE,2874,2.9,2.3,Q3
JOURNAL OF BIOMECHANICS,1873-2380,SCIE,34129,2.9,2.4,Q2
JOURNAL OF CARDIOVASCULAR PHARMACOLOGY AND THERAPEUTICS,1940-4034,SCIE,1424,2.9,2.8,Q2
Journal of Geriatric Oncology,1879-4076,SCIE,3784,2.9,2.7,Q3
Toxicology Research,2045-4538,SCIE,3420,2.9,2.1,Q3
ACM TRANSACTIONS ON PROGRAMMING LANGUAGES AND SYSTEMS,1558-4593,SCIE,1656,2.9,1.6,Q2
ANTI-CORROSION METHODS AND MATERIALS,1758-4221,SCIE,1756,2.9,2.6,Q2
Journal of Applied Biomaterials & Functional Materials,2280-8000,SCIE,1437,2.9,3.1,Q2
Journal of Clinical Hypertension,1751-7176,SCIE,6582,2.9,2.5,Q2
JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY,1533-712X,SCIE,4724,2.9,2.8,Q2
Vision-The Journal of Business Perspective,2249-5304,ESCI,1113,2.9,3.1,Q3
ANNALS ACADEMY OF MEDICINE SINGAPORE,2972-4066,SCIE,2573,2.9,2.0,Q1
CURRENT OPINION IN HEMATOLOGY,1531-7048,SCIE,2826,2.9,2.9,Q2
Ecologies,2673-4133,ESCI,439,2.9,1.9,Q2
Forensic Chemistry,2468-1709,SCIE,1338,2.9,2.2,Q3
JOURNAL OF EARTHQUAKE ENGINEERING,1559-808X,SCIE,6226,2.9,2.7,Q2
JOURNAL OF MOLECULAR MODELING,0948-5023,SCIE,10657,2.9,2.5,Q3
Mining,2673-6489,ESCI,556,2.9,,Q2
Rangeland Ecology & Management,1551-5028,SCIE,3712,2.9,2.4,Q2
SCIENCE AND TECHNOLOGY OF WELDING AND JOINING,1743-2936,SCIE,4576,2.9,3.7,Q3
ACM Transactions on Architecture and Code Optimization,1544-3973,SCIE,1613,2.9,1.8,Q3
Alpha Psychiatry,2757-8038,SCIE,691,2.9,3.5,Q2
BIOPOLYMERS,1097-0282,SCIE,7420,2.9,3.2,Q3
Brazilian Journal of Psychiatry,1809-452X,"SCIE, SSCI",1763,2.9,2.6,Q2
Global Health Epidemiology and Genomics,2054-4200,ESCI,269,2.9,1.5,Q2
IEEE Journal of the Electron Devices Society,2168-6734,SCIE,3559,2.9,2.4,Q2
JOURNAL OF AEROSOL SCIENCE,1879-1964,SCIE,8364,2.9,2.9,Q3
Sensing and Imaging,1557-2072,ESCI,952,2.9,2.0,Q2
ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems Part A-Civil Engineering,2376-7642,SCIE,1667,2.9,2.7,Q2
Biomed Research International,2314-6141,ESCI,63563,2.9,2.3,Q3
JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS,2169-9402,SCIE,51731,2.9,2.9,Q2
Microfluidics and Nanofluidics,1613-4990,SCIE,5001,2.9,2.5,Q2
Electronics,2079-9292,SCIE,63692,2.9,2.6,Q3
High Blood Pressure & Cardiovascular Prevention,1179-1985,ESCI,1227,2.9,2.9,Q2
PeerJ Computer Science,2376-5992,SCIE,10313,2.9,2.5,Q3
Frontiers in Neural Circuits,1662-5110,SCIE,5079,2.9,3.0,Q3
Journal of Computational Applied Mechanics,2423-6705,ESCI,721,2.9,1.8,Q2
Measuring Business Excellence,1758-8057,ESCI,1152,2.9,2.8,Q3
Metallomics,1756-591X,SCIE,6083,2.9,2.9,Q3
MethodsX,2215-0161,ESCI,8321,2.9,1.9,Q2
ROBOTICA,1469-8668,SCIE,4528,2.9,2.7,Q3
EXPERIMENTAL MECHANICS,1741-2765,SCIE,7124,2.9,2.4,Q2
Frontiers in Epidemiology,2674-1199,ESCI,566,2.9,,Q2
HIPPOCAMPUS,1098-1063,SCIE,7005,2.9,2.7,Q3
International Journal of Construction Management,2331-2327,ESCI,4809,2.9,3.4,Q2
JOURNAL OF BONE AND MINERAL METABOLISM,1435-5604,SCIE,3708,2.9,2.2,Q3
Archives of Cardiovascular Diseases,1875-2128,SCIE,2211,2.9,2.2,Q2
Corporate Communications,1758-6046,ESCI,2144,2.9,3.3,Q3
JOURNAL OF HYDROINFORMATICS,1465-1734,SCIE,3126,2.9,,Q3
SYMBIOSIS,1878-7665,SCIE,2611,2.9,2.0,Q3
ANNALES DE DERMATOLOGIE ET DE VENEREOLOGIE,2214-5451,SCIE,1222,2.9,2.8,Q2
BJPsych Bulletin,2056-4708,ESCI,1336,2.9,2.0,Q2
CYTOMETRY PART A,1552-4930,SCIE,5303,2.9,2.1,Q2
Grass Research,2769-1675,ESCI,220,2.9,2.2,Q2
PROCEEDINGS OF THE JAPAN ACADEMY SERIES B-PHYSICAL AND BIOLOGICAL SCIENCES,1349-2896,SCIE,2575,2.9,4.6,Q2
Proteomics Clinical Applications,1862-8354,SCIE,1992,2.9,2.5,Q2
Structural Dynamics-US,2329-7778,SCIE,1057,2.9,2.3,Q3
World Journal of Cardiology,1949-8462,ESCI,2283,2.9,2.8,Q2
Automation,2673-4052,ESCI,377,2.9,2.0,Q2
Flexible and Printed Electronics,2058-8585,SCIE,1672,2.9,3.2,Q2
IEEE Journal of Indoor and Seamless Positioning and Navigation,2832-7322,ESCI,147,2.9,,Q3
IRANIAN POLYMER JOURNAL,1735-5265,SCIE,3416,2.9,2.8,Q3
JOURNAL OF INFORMATION SYSTEMS,1558-7959,SSCI,1356,2.9,2.0,Q2
Journal of Social Marketing,2042-6771,SSCI,825,2.9,2.6,Q3
Tuberculosis,1873-281X,SCIE,3797,2.9,2.9,Q3
Actas Dermo-Sifiliograficas,1578-2190,ESCI,2977,2.9,2.8,Q2
Applied Sciences-Basel,2076-3417,SCIE,213578,2.9,2.5,Q3
European Journal of Training and Development,2046-9020,ESCI,1662,2.9,2.8,Q3
Frontiers in Nephrology,2813-0626,ESCI,455,2.9,,Q2
International Journal of Interactive Multimedia and Artificial Intelligence,1989-1660,SCIE,1352,2.9,2.4,Q3
ORGANIC ELECTRONICS,1878-5530,SCIE,9946,2.9,2.6,Q3
Soft Matter,1744-6848,SCIE,40898,2.9,2.8,Q3
Thunderbird International Business Review,1520-6874,ESCI,1622,2.9,3.2,Q3
FOOD TECHNOLOGY AND BIOTECHNOLOGY,1334-2606,SCIE,3068,2.9,2.5,Q3
Journal of Experimental Nanoscience,1745-8099,SCIE,1766,2.9,2.8,Q3
Journal of Financial Management of Property and Construction,1759-8443,ESCI,609,2.9,1.9,Q2
Journal of Transportation Engineering Part B-Pavements,2573-5438,SCIE,1386,2.9,2.5,Q2
Signals,2624-6120,ESCI,570,2.9,2.6,Q2
Aerosol and Air Quality Research,2071-1409,SCIE,6267,2.9,2.5,Q3
International Journal of Data Science and Analytics,2364-4168,ESCI,2301,2.9,2.8,Q3
Security and Privacy,2475-6725,ESCI,1148,2.9,2.1,Q3
China Foundry,2365-9459,SCIE,1371,2.9,2.3,Q2
EURO Journal on Transportation and Logistics,2192-4384,ESCI,782,2.9,2.7,Q2
Journal of the Canadian Academy of Child and Adolescent Psychiatry,1719-8429,ESCI,1035,2.9,2.3,Q2
South Asian Journal of Business Studies,2398-6298,ESCI,632,2.9,1.4,Q3
ACM Transactions on Spatial Algorithms and Systems,2374-0361,ESCI,398,2.9,1.6,Q3
EXPERIMENTAL ASTRONOMY,1572-9508,SCIE,1889,2.9,2.2,Q2
Air Soil and Water Research,1178-6221,ESCI,824,2.9,2.8,Q3
Tropical Plants,2833-9851,ESCI,244,2.9,,Q2
Built Environment Project and Asset Management,2044-1258,ESCI,1331,2.9,2.2,Q2
Engineering Reports,2577-8196,ESCI,3200,2.9,2.0,Q3
International Journal of Machine Learning and Cybernetics,1868-808X,SCIE,6750,2.9,2.7,Q3
NANOTECHNOLOGY,1361-6528,SCIE,38364,2.9,2.8,Q3
CHEMISTRY & BIODIVERSITY,1612-1880,SCIE,14053,2.9,2.5,Q3
COLLOID AND POLYMER SCIENCE,1435-1536,SCIE,6693,2.9,2.3,Q3
CURRENT PHARMACEUTICAL BIOTECHNOLOGY,1873-4316,SCIE,5388,2.9,2.6,Q3
JOURNAL OF MATERIALS RESEARCH,2044-5326,SCIE,21210,2.9,2.9,Q3
Prosthesis,2673-1592,ESCI,1057,2.9,4.5,Q3
Expert Review of Endocrinology & Metabolism,1744-8417,ESCI,1356,2.9,2.8,Q3
Journal of Biosystems Engineering,2234-1862,ESCI,819,2.9,1.9,Q2
JOURNAL OF ENERGY RESOURCES TECHNOLOGY-TRANSACTIONS OF THE ASME,1528-8994,SCIE,5134,2.9,2.4,Q3
Reaction Chemistry & Engineering,2058-9883,SCIE,5514,2.9,3.1,Q3
ACTA HISTOCHEMICA,1618-0372,SCIE,3060,2.9,2.4,Q3
Computational and Theoretical Chemistry,1872-7999,SCIE,8656,2.9,2.8,Q3
JOURNAL OF COMPOSITE MATERIALS,1530-793X,SCIE,14968,2.9,2.4,Q3
Heart and Mind,2468-6484,ESCI,346,2.9,1.5,Q2
Expert Review of Proteomics,1744-8387,SCIE,2362,2.9,2.8,Q2
COMPUTING IN SCIENCE & ENGINEERING,1558-366X,SCIE,7901,2.9,1.9,Q3
Discover Mechanical Engineering,2731-6564,ESCI,260,2.9,,Q2
JOURNAL OF PHYSICS-CONDENSED MATTER,1361-648X,SCIE,52287,2.9,2.6,Q3
Biofuels-UK,1759-7277,SCIE,2596,2.9,2.6,Q3
Biomedical Engineering and Computational Biology,1179-5972,ESCI,156,2.9,3.1,Q3
Recent Patents on Nanotechnology,2212-4020,SCIE,769,2.9,3.1,Q3
UNIVERSITY OF CHICAGO LAW REVIEW,N/A,SSCI,2941,2.8,2.9,Q1
JOURNAL OF CONTEMPORARY ASIA,1752-7554,SSCI,1555,2.8,1.8,Q1
Journal of Numerical Mathematics,1569-3953,SCIE,731,2.8,4.0,Q1
Language Testing,1477-0946,AHCI,2455,2.8,2.4,N/A
EURASIAN GEOGRAPHY AND ECONOMICS,1938-2863,SSCI,1548,2.8,2.2,Q1
Clinical and Experimental Otorhinolaryngology,2005-0720,SCIE,1379,2.8,3.4,Q1
NEW POLITICAL ECONOMY,1469-9923,SSCI,3495,2.8,4.6,Q1
Language Culture and Curriculum,1747-7573,SSCI,1288,2.8,2.2,Q1
HUMAN DEVELOPMENT,1423-0054,SSCI,2470,2.8,6.0,Q2
Autism & Developmental Language Impairments,2396-9415,ESCI,716,2.8,3.4,Q1
American Journal of Rhinology & Allergy,1945-8932,SCIE,3980,2.8,2.3,Q1
Frontiers in Zoology,1742-9994,SCIE,3110,2.8,2.6,Q1
LEARNING ENVIRONMENTS RESEARCH,1573-1855,ESCI,1578,2.8,2.8,Q1
RUSSIAN MATHEMATICAL SURVEYS,1468-4829,SCIE,3228,2.8,2.1,Q1
Sociological Science,2330-6696,SSCI,1561,2.8,2.1,Q1
AERA Open,2332-8584,SSCI,2920,2.8,3.6,Q1
SOCIAL SERVICE REVIEW,1537-5404,SSCI,1676,2.8,2.2,Q1
European Journal on Criminal Policy and Research,1572-9869,SSCI,1184,2.8,1.8,Q1
Academic Pediatrics,1876-2867,SCIE,5946,2.8,2.8,Q1
SOCIOLOGIA RURALIS,1467-9523,SSCI,2816,2.8,3.7,Q2
SKIN RESEARCH AND TECHNOLOGY,1600-0846,SCIE,4651,2.8,3.2,Q2
JOURNAL OF FLUENCY DISORDERS,1873-801X,SCIE,2292,2.8,1.4,Q1
Health & Justice,2194-7899,ESCI,1083,2.8,2.6,Q1
EMERGENCY MEDICINE JOURNAL,1472-0213,SCIE,6484,2.8,2.7,Q2
PREVENTIVE VETERINARY MEDICINE,1873-1716,SCIE,10532,2.8,2.4,Q1
Zoological Letters,2056-306X,SCIE,538,2.8,2.1,Q1
Nursing in Critical Care,1478-5153,"SCIE, SSCI",3288,2.8,2.6,Q1
JOURNAL OF PROFESSIONAL NURSING,1532-8481,"SCIE, SSCI",3740,2.8,2.9,Q1
RESEARCH ON LANGUAGE AND SOCIAL INTERACTION,1532-7973,SSCI,2125,2.8,2.1,Q1
International Feminist Journal of Politics,1468-4470,SSCI,1742,2.8,1.9,Q1
POLITICAL STUDIES,1467-9248,SSCI,5781,2.8,2.8,Q1
Nuclear Materials and Energy,2352-1791,SCIE,4820,2.8,2.7,Q1
Sexuality Research and Social Policy,1553-6610,SSCI,3483,2.8,2.4,Q1
Migration Studies,2049-5846,SSCI,1351,2.8,2.7,Q1
JOURNALISM & MASS COMMUNICATION QUARTERLY,2161-430X,SSCI,3734,2.8,3.6,Q1
Korean Journal of Orthodontics,2005-372X,SCIE,1404,2.8,2.3,Q2
Journal of Politics in Latin America,1868-4890,ESCI,501,2.8,2.1,Q1
International Journal of Science and Mathematics Education,1573-1774,SSCI,3452,2.8,2.1,Q1
Educational Assessment Evaluation and Accountability,1874-8600,SSCI,1074,2.8,1.6,Q1
Nurse Educator,1538-9855,"SCIE, SSCI",2800,2.8,3.0,Q1
RESEARCH IN NURSING & HEALTH,1098-240X,"SCIE, SSCI",8250,2.8,2.4,Q1
Annals of Rehabilitation Medicine-ARM,2234-0653,ESCI,2298,2.8,2.9,Q1
Journal of Anesthesia,1438-8359,SCIE,3711,2.8,2.7,Q2
AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY,1573-2770,SSCI,8049,2.8,2.3,Q1
JOURNAL OF GASTROINTESTINAL SURGERY,1873-4626,SCIE,11899,2.8,2.4,Q2
BIOMETRIKA,1464-3510,SCIE,29361,2.8,2.8,Q2
COGNITIVE PSYCHOLOGY,1095-5623,SCIE,8442,2.8,3.0,Q2
VETERINARY MICROBIOLOGY,1873-2542,SCIE,18444,2.8,2.7,Q3
Journal of Geographical Systems,1435-5949,SSCI,1195,2.8,2.9,Q2
Educational Assessment,1532-6977,ESCI,604,2.8,2.3,Q1
GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,1435-702X,SCIE,12799,2.8,2.3,Q2
POLYHEDRON,1873-3719,SCIE,14550,2.8,2.6,Q2
GROUP DECISION AND NEGOTIATION,1572-9907,SSCI,1615,2.8,2.5,Q3
Journal of Substance Use & Addiction Treatment,2949-8759,SSCI,1313,2.8,1.9,Q2
JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION,1439-0396,SCIE,6688,2.8,2.4,Q1
Teachers and Teaching,1470-1278,SSCI,4276,2.8,1.9,Q1
PSYCHOLOGY OF ADDICTIVE BEHAVIORS,1939-1501,SSCI,5708,2.8,2.7,Q1
Health Systems & Reform,2328-8620,SSCI,1042,2.8,1.9,Q2
JOURNAL OF POLICY MODELING,1873-8060,SSCI,2938,2.8,3.1,Q1
BMC MUSCULOSKELETAL DISORDERS,1471-2474,SCIE,28847,2.8,2.4,Q2
Frontiers in Animal Science,2673-6225,ESCI,1705,2.8,2.4,Q1
PSYCHOSOMATIC MEDICINE,N/A,SCIE,12146,2.8,2.4,Q2
Archives of Academic Emergency Medicine,2645-4904,ESCI,1045,2.8,2.0,Q2
Clinical Psychology in Europe,2625-3410,ESCI,538,2.8,2.4,Q2
PERSONALITY AND INDIVIDUAL DIFFERENCES,1873-3549,SSCI,39131,2.8,2.6,Q2
JOURNAL OF MIDWIFERY & WOMENS HEALTH,1542-2011,"SCIE, SSCI",3404,2.8,2.3,Q1
Frontiers in Human Dynamics,2673-2726,ESCI,731,2.8,1.3,Q1
Health Care Management Science,1572-9389,SSCI,1594,2.8,2.0,Q2
International Journal of Mental Health and Addiction,1557-1882,"SCIE, SSCI",6855,2.8,2.5,Q2
Psychological Trauma-Theory Research Practice and Policy,1942-969X,SSCI,7124,2.8,2.3,Q2
World Journal of Surgical Oncology,1477-7819,SCIE,9974,2.8,2.5,Q3
ESTUARINE COASTAL AND SHELF SCIENCE,1096-0015,SCIE,21919,2.8,2.6,Q1
Personality and Mental Health,1932-863X,SSCI,1105,2.8,2.7,Q2
World,2673-4060,ESCI,773,2.8,1.9,Q1
Eating Behaviors,1873-7358,SSCI,4306,2.8,2.6,Q2
International Economics,2542-6869,ESCI,1457,2.8,,Q1
NEUROSURGICAL REVIEW,1437-2320,SCIE,7570,2.8,2.5,Q2
THEORY INTO PRACTICE,1543-0421,SSCI,5446,2.8,1.9,Q1
BMJ Surgery Interventions & Health Technologies,2631-4940,ESCI,253,2.8,1.6,Q1
Gesunde Pflanzen,1439-0345,SCIE,1612,2.8,3.1,Q2
JOURNAL OF ASSISTED REPRODUCTION AND GENETICS,1573-7330,SCIE,10874,2.8,2.7,Q2
Biosafety and Health,2590-0536,ESCI,718,2.8,3.0,Q2
Parasite,1776-1042,SCIE,2927,2.8,2.4,Q2
PLASMA PHYSICS AND CONTROLLED FUSION,1361-6587,SCIE,13119,2.8,2.3,Q2
Australian Accounting Review,1835-2561,SSCI,1147,2.8,3.3,Q2
Current Opinion in Anesthesiology,1473-6500,SCIE,4079,2.8,2.1,Q2
JOURNAL OF PLASMA PHYSICS,1469-7807,SCIE,4584,2.8,2.5,Q2
Reproductive Sciences,1933-7205,SCIE,8698,2.8,2.5,Q2
Journal of Choice Modelling,1755-5345,SSCI,1570,2.8,2.4,Q1
Journal of Mining Institute,2541-9404,ESCI,1282,2.8,2.9,Q2
JOURNAL OF POLICY ANALYSIS AND MANAGEMENT,1520-6688,SSCI,3314,2.8,2.4,Q1
JOURNAL OF THE FORMOSAN MEDICAL ASSOCIATION,1876-0821,SCIE,6392,2.8,2.5,Q1
Transforming Government- People Process and Policy,1750-6174,ESCI,1060,2.8,2.6,Q2
JOURNAL OF HEALTHCARE MANAGEMENT,1944-7396,SSCI,841,2.8,2.1,Q2
JOURNAL OF PROPULSION AND POWER,1533-3876,SCIE,9943,2.8,2.4,Q1
NEUROLOGIA,1578-1968,SCIE,2348,2.8,3.1,Q2
Preventive Medicine Reports,2211-3355,SCIE,8198,2.8,2.4,Q2
Australian Journal of Career Development,2200-6974,ESCI,541,2.8,2.0,Q2
DNA RESEARCH,1756-1663,SCIE,3006,2.8,2.9,Q2
NMR IN BIOMEDICINE,1099-1492,SCIE,8553,2.8,2.7,Q3
CPT-Pharmacometrics & Systems Pharmacology,2163-8306,SCIE,4495,2.8,3.0,Q3
Data Science in Finance and Economics,2769-2140,ESCI,231,2.8,2.2,Q2
Horticulture Environment and Biotechnology,2211-3460,SCIE,2651,2.8,2.4,Q2
International Journal of Computer Assisted Radiology and Surgery,1861-6429,SCIE,6638,2.8,2.3,Q3
INTERNATIONAL JOURNAL OF IMMUNOPATHOLOGY AND PHARMACOLOGY,2058-7384,SCIE,3205,2.8,2.6,Q3
JOURNAL OF OCCUPATIONAL HEALTH,1348-9585,SCIE,3059,2.8,2.0,Q2
Mining of Mineral Deposits,2415-3443,ESCI,562,2.8,2.9,Q2
PLoS One,1932-6203,SCIE,876526,2.8,2.6,Q2
Cardiovascular Therapeutics,1755-5922,SCIE,1832,2.8,3.4,Q2
GEOSTANDARDS AND GEOANALYTICAL RESEARCH,1751-908X,SCIE,3816,2.8,3.4,Q2
MARINE BIOTECHNOLOGY,1436-2236,SCIE,3973,2.8,2.8,Q3
PLOS Global Public Health,2767-3375,ESCI,9042,2.8,2.5,Q2
Innovation & Management Review,2515-8961,ESCI,469,2.8,3.4,Q3
Journal of Migration and Health,2666-6235,ESCI,1012,2.8,2.9,Q2
Open Access Journal of Contraception,1179-1527,ESCI,392,2.8,2.2,Q2
Phytobiomes Journal,2471-2906,SCIE,1111,2.8,2.6,Q3
Quantitative Imaging in Medicine and Surgery,2223-4306,SCIE,8895,2.8,2.3,Q2
Spanish Journal of Psychology,1988-2904,SCIE,2532,2.8,1.8,Q2
Journal of Pharmacological Sciences,1347-8648,SCIE,4858,2.8,2.9,Q3
PHARMACOGENOMICS JOURNAL,1473-1150,SCIE,2219,2.8,2.9,Q2
ULTRASOUND IN MEDICINE AND BIOLOGY,1879-291X,SCIE,12535,2.8,2.6,Q2
Brain and Behavior,2162-3279,SCIE,11019,2.8,2.7,Q2
BULLETIN OF VOLCANOLOGY,1432-0819,SCIE,5936,2.8,3.2,Q2
ECOHYDROLOGY & HYDROBIOLOGY,2080-3397,SCIE,1765,2.8,2.2,Q2
INFECTION GENETICS AND EVOLUTION,1567-7257,SCIE,10573,2.8,2.6,Q2
Nonprofit Management & Leadership,1542-7854,SSCI,1756,2.8,1.9,Q3
Quality Technology and Quantitative Management,1811-4857,SCIE,1066,2.8,3.0,Q3
ADVANCES IN ANATOMIC PATHOLOGY,1533-4031,SCIE,2361,2.8,2.6,Q2
CLINICAL AND EXPERIMENTAL DERMATOLOGY,1365-2230,SCIE,6918,2.8,2.8,Q2
Cognitive Behaviour Therapist,1754-470X,ESCI,2116,2.8,2.7,Q2
INTERNATIONAL JOURNAL OF HYPERTHERMIA,1464-5157,SCIE,6822,2.8,3.0,Q3
CHINESE JOURNAL OF PHYSIOLOGY,2666-0059,SCIE,806,2.8,1.6,Q2
NEW JOURNAL OF PHYSICS,1367-2630,SCIE,35337,2.8,2.8,Q2
Genes and Nutrition,1865-3499,SCIE,1808,2.8,4.9,Q2
Geoscience Data Journal,2049-6060,SCIE,997,2.8,2.4,Q2
JBJS Reviews,2329-9185,ESCI,2854,2.8,2.4,Q2
Journal of Financial Economic Policy,1757-6393,ESCI,888,2.8,1.8,Q1
JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,1095-9076,SCIE,5796,2.8,3.1,Q3
POLYCYCLIC AROMATIC COMPOUNDS,1563-5333,SCIE,5163,2.8,2.6,Q2
JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY,1552-5708,SCIE,2686,2.8,2.5,Q2
Journal of Heritage Tourism,1747-6631,ESCI,1616,2.8,2.2,Q2
Neurodegenerative Disease Management,1758-2032,ESCI,973,2.8,3.4,Q2
NEURORADIOLOGY,1432-1920,SCIE,7161,2.8,2.6,Q2
Scandinavian Journal of Urology,2168-1813,SCIE,1158,2.8,2.1,Q2
TOXICON,1879-3150,SCIE,13546,2.8,2.4,Q3
Transnational Corporations Review,1925-2099,ESCI,636,2.8,1.8,Q3
Advances in Rheumatology,2523-3106,SCIE,1131,2.8,2.1,Q2
GEOPHYSICAL JOURNAL INTERNATIONAL,1365-246X,SCIE,35917,2.8,2.7,Q2
JOURNAL OF MANAGEMENT INQUIRY,1552-6542,SSCI,2466,2.8,3.8,Q3
JOURNAL OF SYNCHROTRON RADIATION,1600-5775,SCIE,8811,2.8,3.0,Q2
ORGANIC & BIOMOLECULAR CHEMISTRY,1477-0539,SCIE,35356,2.8,2.7,Q2
WEATHER AND FORECASTING,1520-0434,SCIE,9069,2.8,3.1,Q3
Brain Imaging and Behavior,1931-7565,SCIE,5750,2.8,2.4,Q2
FinTech,2674-1032,ESCI,413,2.8,,Q2
JOURNAL OF ECONOMICS AND BUSINESS,0148-6195,ESCI,1469,2.8,3.4,Q2
